ItemId,ItemName,ShopUrl
41150,Authentic Illuminated Tree,https://na.finalfantasyxiv.com/shop/
32967,Authentic Little Ladies' Day Banner,https://na.finalfantasyxiv.com/shop/
21872,Authentic Little Ladies' Day MMXVI Advertisement,https://na.finalfantasyxiv.com/shop/
23339,Authentic Moonfire Faire MMXIV Advertisement,https://na.finalfantasyxiv.com/shop/
30429,Authentic Moonfire Faire MMXVIII Advertisement,https://na.finalfantasyxiv.com/shop/
37407,Authentic Moonfire Mask Stall,https://na.finalfantasyxiv.com/shop/
27979,Authentic Mosquito Moogle,https://na.finalfantasyxiv.com/shop/
50359,Authentic Oriental New Year's Meal,https://na.finalfantasyxiv.com/shop/
37483,Authentic Paramour Barding,https://na.finalfantasyxiv.com/shop/
17039,Authentic Paramour Bed,https://na.finalfantasyxiv.com/shop/
21871,Authentic Paramour Vase,https://na.finalfantasyxiv.com/shop/
30430,Authentic Portable Pool,https://na.finalfantasyxiv.com/shop/
31712,Authentic Pumpkin Carriage,https://na.finalfantasyxiv.com/shop/
38669,Authentic Pumpkin Flower Vase,https://na.finalfantasyxiv.com/shop/
27981,Authentic Pumpkin Party Pennants,https://na.finalfantasyxiv.com/shop/
27982,Authentic Pumpkin Pastry Platter,https://na.finalfantasyxiv.com/shop/
21308,Authentic Pumpkin Pie Set,https://na.finalfantasyxiv.com/shop/
21309,Authentic Pumpkin Pudding Set,https://na.finalfantasyxiv.com/shop/
21312,Authentic Pumpkin Tower,https://na.finalfantasyxiv.com/shop/
23341,Authentic Rising Balloon,https://na.finalfantasyxiv.com/shop/
44332,Authentic Rising MMXXIII Advertisement,https://na.finalfantasyxiv.com/shop/
47227,Authentic Rising Table Lamp,https://na.finalfantasyxiv.com/shop/
22410,Authentic Rose Wagon,https://na.finalfantasyxiv.com/shop/
48007,Authentic Senor Sabotender Chronometer,https://na.finalfantasyxiv.com/shop/
17042,Authentic Senor Sabotender Trophy,https://na.finalfantasyxiv.com/shop/
50360,Authentic Springtide Fan Stand,https://na.finalfantasyxiv.com/shop/
32825,Authentic Starlight Barding,https://na.finalfantasyxiv.com/shop/
21315,Authentic Starlight Celebration MMXIII Advertisement,https://na.finalfantasyxiv.com/shop/
20816,Authentic Starlight Celebration MMXIV Advertisement,https://na.finalfantasyxiv.com/shop/
32961,Authentic Starlight Celebration MMXVIII Advertisement,https://na.finalfantasyxiv.com/shop/
49868,Authentic Starlight Celebration MMXXIII Advertisement,https://na.finalfantasyxiv.com/shop/
28912,Authentic Starlight Donuts,https://na.finalfantasyxiv.com/shop/
32963,Authentic Starlight Goobbue Wreath,https://na.finalfantasyxiv.com/shop/
21314,Authentic Starlight Log Set,https://na.finalfantasyxiv.com/shop/
38670,Authentic Starlight Mobile,https://na.finalfantasyxiv.com/shop/
32962,Authentic Starlight Roll Cake,https://na.finalfantasyxiv.com/shop/
21316,Authentic Starlight Sapling,https://na.finalfantasyxiv.com/shop/
21313,Authentic Starlight Stew Set,https://na.finalfantasyxiv.com/shop/
29982,Authentic Stuffed Mammet,https://na.finalfantasyxiv.com/shop/
32968,Authentic Stuffed Rabbit,https://na.finalfantasyxiv.com/shop/
33304,Authentic Sultana's Seven,https://na.finalfantasyxiv.com/shop/
40764,Authentic Summer Bonfire,https://na.finalfantasyxiv.com/shop/
17040,Authentic Thorne Dynasty Mantelshelf,https://na.finalfantasyxiv.com/shop/
22408,Authentic Valentione's Day Balloons,https://na.finalfantasyxiv.com/shop/
22407,Authentic Valentione's Day MMXIV Advertisement,https://na.finalfantasyxiv.com/shop/
47350,Authentic Valentione's Day MMXXIV Advertisement,https://na.finalfantasyxiv.com/shop/
44925,Authentic Valentione's Heart Chair,https://na.finalfantasyxiv.com/shop/
41152,Authentic Valentione's Heart Desk,https://na.finalfantasyxiv.com/shop/
29981,Authentic Valentione Cake Pairing,https://na.finalfantasyxiv.com/shop/
29980,Authentic Valentione Lobster Platter,https://na.finalfantasyxiv.com/shop/
39433,Authentic Valentione Mobile,https://na.finalfantasyxiv.com/shop/
33305,Authentic Water Bomb Stand,https://na.finalfantasyxiv.com/shop/
37312,Authentic White Tiger,https://na.finalfantasyxiv.com/shop/
30431,Authentic Wind Chime Stand,https://na.finalfantasyxiv.com/shop/
16930,Ballroom Etiquette - A Fitting End,https://na.finalfantasyxiv.com/shop/
36916,Ballroom Etiquette - An Egg a Day,https://na.finalfantasyxiv.com/shop/
16931,Ballroom Etiquette - Better Dead than Underbred,https://na.finalfantasyxiv.com/shop/
44512,Ballroom Etiquette - Bubbly Diversions,https://na.finalfantasyxiv.com/shop/
22461,Ballroom Etiquette - Calamitous Endings,https://na.finalfantasyxiv.com/shop/
28507,Ballroom Etiquette - Celebratory Cups,https://na.finalfantasyxiv.com/shop/
50464,Ballroom Etiquette - Concentrated Emotions,https://na.finalfantasyxiv.com/shop/
30109,Ballroom Etiquette - Defter Digits,https://na.finalfantasyxiv.com/shop/
47982,Ballroom Etiquette - Demure Dramatics,https://na.finalfantasyxiv.com/shop/
38569,Ballroom Etiquette - Derisive Displays,https://na.finalfantasyxiv.com/shop/
20567,Ballroom Etiquette - Display of Power,https://na.finalfantasyxiv.com/shop/
33703,Ballroom Etiquette - Displaying Displeasure,https://na.finalfantasyxiv.com/shop/
43605,Ballroom Etiquette - Easterly Winds,https://na.finalfantasyxiv.com/shop/
15920,Ballroom Etiquette - Eastern Dance,https://na.finalfantasyxiv.com/shop/
15919,Ballroom Etiquette - Exotic Exercises,https://na.finalfantasyxiv.com/shop/
15095,Ballroom Etiquette - Exotic Greetings,https://na.finalfantasyxiv.com/shop/
44513,Ballroom Etiquette - Floral Presentations,https://na.finalfantasyxiv.com/shop/
31399,Ballroom Etiquette - Floral Rearrangement,https://na.finalfantasyxiv.com/shop/
27978,Ballroom Etiquette - Frolicsome Folly,https://na.finalfantasyxiv.com/shop/
24220,Ballroom Etiquette - Get Fantasy,https://na.finalfantasyxiv.com/shop/
40356,Ballroom Etiquette - Heroic Landing,https://na.finalfantasyxiv.com/shop/
39496,Ballroom Etiquette - Illusions of Grandeur,https://na.finalfantasyxiv.com/shop/
33702,Ballroom Etiquette - Impromptu Performance,https://na.finalfantasyxiv.com/shop/
21307,Ballroom Etiquette - Improper Amorism,https://na.finalfantasyxiv.com/shop/
15096,Ballroom Etiquette - Improper Celebration,https://na.finalfantasyxiv.com/shop/
40361,Ballroom Etiquette - Improper Praise (Cheer Jump: Green),https://na.finalfantasyxiv.com/shop/
50332,Ballroom Etiquette - Improper Praise (Cheer Jump: Indigo),https://na.finalfantasyxiv.com/shop/
22380,Ballroom Etiquette - Improper Praise (Cheer Jump: Red),https://na.finalfantasyxiv.com/shop/
22378,Ballroom Etiquette - Improper Praise (Cheer On: Blue),https://na.finalfantasyxiv.com/shop/
40359,Ballroom Etiquette - Improper Praise (Cheer On: Bright),https://na.finalfantasyxiv.com/shop/
50330,Ballroom Etiquette - Improper Praise (Cheer On: Orange),https://na.finalfantasyxiv.com/shop/
50331,Ballroom Etiquette - Improper Praise (Cheer Wave: Pink),https://na.finalfantasyxiv.com/shop/
40360,Ballroom Etiquette - Improper Praise (Cheer Wave: Violet),https://na.finalfantasyxiv.com/shop/
22379,Ballroom Etiquette - Improper Praise (Cheer Wave: Yellow),https://na.finalfantasyxiv.com/shop/
50329,Ballroom Etiquette - Indecorous Declines,https://na.finalfantasyxiv.com/shop/
20640,Ballroom Etiquette - Intellectual Diversions,https://na.finalfantasyxiv.com/shop/
50465,Ballroom Etiquette - Joy beyond Joy,https://na.finalfantasyxiv.com/shop/
40357,Ballroom Etiquette - Joyous Leaping,https://na.finalfantasyxiv.com/shop/
50466,Ballroom Etiquette - Light beyond Light,https://na.finalfantasyxiv.com/shop/
20641,Ballroom Etiquette - Modern Dance,https://na.finalfantasyxiv.com/shop/
33705,Ballroom Etiquette - Pizza and Prejudice,https://na.finalfantasyxiv.com/shop/
24235,Ballroom Etiquette - Positively Prickly,https://na.finalfantasyxiv.com/shop/
41461,Ballroom Etiquette - Projecting Affection,https://na.finalfantasyxiv.com/shop/
38571,Ballroom Etiquette - Pumpkin Pleasures,https://na.finalfantasyxiv.com/shop/
31338,Ballroom Etiquette - Reproachful Rumination,https://na.finalfantasyxiv.com/shop/
22460,Ballroom Etiquette - Secrets of the Fist,https://na.finalfantasyxiv.com/shop/
50333,Ballroom Etiquette - Sophisticated Saunter,https://na.finalfantasyxiv.com/shop/
15843,Ballroom Etiquette - The Black Ranger,https://na.finalfantasyxiv.com/shop/
12040,Ballroom Etiquette - The Bomb Dance,https://na.finalfantasyxiv.com/shop/
23361,Ballroom Etiquette - The Box Step,https://na.finalfantasyxiv.com/shop/
41464,Ballroom Etiquette - The Eggcellent Host,https://na.finalfantasyxiv.com/shop/
31400,Ballroom Etiquette - The Flame Dance,https://na.finalfantasyxiv.com/shop/
25004,Ballroom Etiquette - The Goobbue Do,https://na.finalfantasyxiv.com/shop/
25003,Ballroom Etiquette - The Heel Toe,https://na.finalfantasyxiv.com/shop/
13004,Ballroom Etiquette - The Last Huzzah,https://na.finalfantasyxiv.com/shop/
31398,Ballroom Etiquette - The Metaphysics of Merrymaking,https://na.finalfantasyxiv.com/shop/
24221,Ballroom Etiquette - The Popoto Step,https://na.finalfantasyxiv.com/shop/
15842,Ballroom Etiquette - The Red Ranger,https://na.finalfantasyxiv.com/shop/
23362,Ballroom Etiquette - The Side Step,https://na.finalfantasyxiv.com/shop/
13298,Black-feathered Flat Hat,https://na.finalfantasyxiv.com/shop/
16615,Black Tori Kabuto,https://na.finalfantasyxiv.com/shop/
9269,Black Hitsuji Kabuto,https://na.finalfantasyxiv.com/shop/
8128,Black Tetsuji Usagi Kabuto,https://na.finalfantasyxiv.com/shop/
6038,Binding Rod,https://na.finalfantasyxiv.com/shop/
15844,Ballroom Etiquette - The Yellow Ranger,https://na.finalfantasyxiv.com/shop/
14084,Bennu Horn,https://na.finalfantasyxiv.com/shop/
2648,Black Dragon Kabuto,https://na.finalfantasyxiv.com/shop/
4303,Band of Eternal Passion,https://na.finalfantasyxiv.com/shop/
6967,Black Uma Kabuto,https://na.finalfantasyxiv.com/shop/
20628,Blackbosom Grim Reaper,https://na.finalfantasyxiv.com/shop/
20629,Blackbosom Fate Reaper,https://na.finalfantasyxiv.com/shop/
20630,Blackbosom Soul Reaper,https://na.finalfantasyxiv.com/shop/
20631,Blackbosom Heart Reaper,https://na.finalfantasyxiv.com/shop/
20632,Blackbosom Blood Reaper,https://na.finalfantasyxiv.com/shop/
20633,Blackbosom Hat,https://na.finalfantasyxiv.com/shop/
20634,Blackbosom Dress,https://na.finalfantasyxiv.com/shop/
20635,Blackbosom Dress Gloves,https://na.finalfantasyxiv.com/shop/
20636,Blackbosom Boots,https://na.finalfantasyxiv.com/shop/
20679,Black Inu Kabuto,https://na.finalfantasyxiv.com/shop/
27945,Black Painted Moogle Mask,https://na.finalfantasyxiv.com/shop/
27949,Black Moonfire Happi,https://na.finalfantasyxiv.com/shop/
31408,Bergsteiger's Hat,https://na.finalfantasyxiv.com/shop/
31409,Bergsteiger's Jacket,https://na.finalfantasyxiv.com/shop/
31410,Bergsteiger's Halfgloves,https://na.finalfantasyxiv.com/shop/
31411,Bergsteiger's Halfslops,https://na.finalfantasyxiv.com/shop/
31412,Bergsteiger's Boots,https://na.finalfantasyxiv.com/shop/
28557,Black Ushi Kabuto,https://na.finalfantasyxiv.com/shop/
36335,Blackbosom Void Reaper,https://na.finalfantasyxiv.com/shop/
36921,Ballroom Etiquette - The Tea,https://na.finalfantasyxiv.com/shop/
36915,Ballroom Etiquette - Valentione's Dangers,https://na.finalfantasyxiv.com/shop/
39622,Black Hyposkhesphyra,https://na.finalfantasyxiv.com/shop/
40362,Ballroom Etiquette - Wakeful Witchcraft,https://na.finalfantasyxiv.com/shop/
44668,Belt-leather Beret,https://na.finalfantasyxiv.com/shop/
44669,Belt-leather Harness Top,https://na.finalfantasyxiv.com/shop/
44670,Belt-leather Fingerstalls,https://na.finalfantasyxiv.com/shop/
44671,Belt-leather Trousers,https://na.finalfantasyxiv.com/shop/
44672,Belt-leather Boots,https://na.finalfantasyxiv.com/shop/
44675,Belt-leather Loafers,https://na.finalfantasyxiv.com/shop/
50280,Battlefield Rose's Eyeguard,https://na.finalfantasyxiv.com/shop/
50281,Battlefield Rose's Coat,https://na.finalfantasyxiv.com/shop/
50282,Battlefield Rose's Manicae,https://na.finalfantasyxiv.com/shop/
50283,Battlefield Rose's Tights,https://na.finalfantasyxiv.com/shop/
50284,Battlefield Rose's Sollerets,https://na.finalfantasyxiv.com/shop/
6033,Blazefire Saber,https://na.finalfantasyxiv.com/shop/
6036,Bladed Lance,https://na.finalfantasyxiv.com/shop/
6045,Bohemian's Coat,https://na.finalfantasyxiv.com/shop/
6047,Bohemian's Trousers,https://na.finalfantasyxiv.com/shop/
6046,Bohemian's Gloves,https://na.finalfantasyxiv.com/shop/
6048,Bohemian's Boots,https://na.finalfantasyxiv.com/shop/
4406,Brilliant Egg Ring,https://na.finalfantasyxiv.com/shop/
2751,Brilliant Egg Cap,https://na.finalfantasyxiv.com/shop/
2671,Chocobo Egg Cap,https://na.finalfantasyxiv.com/shop/
10069,Brilliant Egg Earrings,https://na.finalfantasyxiv.com/shop/
2980,Blue Summer Halter,https://na.finalfantasyxiv.com/shop/
2975,Blue Summer Top,https://na.finalfantasyxiv.com/shop/
3288,Blue Summer Trunks,https://na.finalfantasyxiv.com/shop/
3293,Blue Summer Tanga,https://na.finalfantasyxiv.com/shop/
15428,Butlery Barding,https://na.finalfantasyxiv.com/shop/
17708,Bloody Anne,https://na.finalfantasyxiv.com/shop/
21192,Citrine Carbuncle Whistle,https://na.finalfantasyxiv.com/shop/
21908,Broken Heart Pendant (Right),https://na.finalfantasyxiv.com/shop/
21909,Broken Heart Pendant (Left),https://na.finalfantasyxiv.com/shop/
24145,Choir Hat,https://na.finalfantasyxiv.com/shop/
24146,Choir Robe,https://na.finalfantasyxiv.com/shop/
24147,Choir Shoes,https://na.finalfantasyxiv.com/shop/
24317,Calamity Unbound (Orchestral Version) Orchestrion Roll,https://na.finalfantasyxiv.com/shop/
26784,Circus Resonator,https://na.finalfantasyxiv.com/shop/
26785,Brave New Y'shtola,https://na.finalfantasyxiv.com/shop/
24237,Cobalt Nezumi Kabuto,https://na.finalfantasyxiv.com/shop/
30859,Chocobo Carriage Whistle,https://na.finalfantasyxiv.com/shop/
33042,Brand-new Alphinaud's Attire,https://na.finalfantasyxiv.com/shop/
33653,Chicken Head,https://na.finalfantasyxiv.com/shop/
33654,Chicken Suit,https://na.finalfantasyxiv.com/shop/
35863,Clown's Hat,https://na.finalfantasyxiv.com/shop/
35864,Clown's Top,https://na.finalfantasyxiv.com/shop/
35865,Clown's Shortgloves,https://na.finalfantasyxiv.com/shop/
35866,Clown's Bottoms,https://na.finalfantasyxiv.com/shop/
35867,Clown's Boots,https://na.finalfantasyxiv.com/shop/
36346,Blackbosom Weapon Coffer,https://na.finalfantasyxiv.com/shop/
36862,Clockwork Solus,https://na.finalfantasyxiv.com/shop/
38688,Brand-new Alisaie's Attire,https://na.finalfantasyxiv.com/shop/
39487,Ceruleum Balloons,https://na.finalfantasyxiv.com/shop/
43587,Brushed-up Krile,https://na.finalfantasyxiv.com/shop/
44926,Cactus Patch,https://na.finalfantasyxiv.com/shop/
8738,Dark Green Dye,https://na.finalfantasyxiv.com/shop/
8740,Dark Blue Dye,https://na.finalfantasyxiv.com/shop/
8742,Dark Purple Dye,https://na.finalfantasyxiv.com/shop/
16010,Deluxe Starlight Interior Wall,https://na.finalfantasyxiv.com/shop/
9270,Crimson Hitsuji Kabuto,https://na.finalfantasyxiv.com/shop/
15988,Deluxe Pumpkin Basket,https://na.finalfantasyxiv.com/shop/
15989,Deluxe Stuffed Succubus,https://na.finalfantasyxiv.com/shop/
15990,Deluxe Pumpkin Desk,https://na.finalfantasyxiv.com/shop/
15991,Deluxe Pumpkin Chair,https://na.finalfantasyxiv.com/shop/
16002,Deluxe Pumpkin Candlestand,https://na.finalfantasyxiv.com/shop/
16009,Deluxe Eerie Wallpaper,https://na.finalfantasyxiv.com/shop/
16575,Continental Eye,https://na.finalfantasyxiv.com/shop/
8735,Dark Red Dye,https://na.finalfantasyxiv.com/shop/
8736,Dark Brown Dye,https://na.finalfantasyxiv.com/shop/
16147,Deluxe Oriental Wind Chime,https://na.finalfantasyxiv.com/shop/
16148,Deluxe Bombard Lamp,https://na.finalfantasyxiv.com/shop/
16149,Deluxe Moonfire Lantern,https://na.finalfantasyxiv.com/shop/
16150,Deluxe Ornamental Bamboo,https://na.finalfantasyxiv.com/shop/
2646,Crimson Dragon Kabuto,https://na.finalfantasyxiv.com/shop/
6965,Crimson Uma Kabuto,https://na.finalfantasyxiv.com/shop/
22452,Cracked Manderville Monocle,https://na.finalfantasyxiv.com/shop/
22458,Crimson Inoshishi Kabuto,https://na.finalfantasyxiv.com/shop/
24236,Crimson Nezumi Kabuto,https://na.finalfantasyxiv.com/shop/
30046,Dapper Rabbit Suit,https://na.finalfantasyxiv.com/shop/
32806,Collegiate Blazer (Tie),https://na.finalfantasyxiv.com/shop/
32807,Collegiate Slacks,https://na.finalfantasyxiv.com/shop/
32808,Collegiate Shoes (Short Socks),https://na.finalfantasyxiv.com/shop/
32809,Collegiate Blazer (Bow),https://na.finalfantasyxiv.com/shop/
32810,Collegiate Skirt,https://na.finalfantasyxiv.com/shop/
32811,Collegiate Shoes (Tall Socks),https://na.finalfantasyxiv.com/shop/
28556,Crimson Ushi Kabuto,https://na.finalfantasyxiv.com/shop/
33677,Cruise Chaser Identification Key,https://na.finalfantasyxiv.com/shop/
36380,Deluxe Snow-dusted Tree,https://na.finalfantasyxiv.com/shop/
36383,Deluxe Handmade Akabeko,https://na.finalfantasyxiv.com/shop/
36384,Deluxe Stuffed Kupka Kupp,https://na.finalfantasyxiv.com/shop/
37440,Crimson Sunset (Piano Collections) Orchestrion Roll,https://na.finalfantasyxiv.com/shop/
41490,Crescent Moon,https://na.finalfantasyxiv.com/shop/
41572,Crystarium Prodigy's Top,https://na.finalfantasyxiv.com/shop/
41573,Crystarium Prodigy's Fingerless Gloves,https://na.finalfantasyxiv.com/shop/
41574,Crystarium Prodigy's Hose,https://na.finalfantasyxiv.com/shop/
41575,Crystarium Prodigy's Thighboots,https://na.finalfantasyxiv.com/shop/
44674,Cropped Belt-leather Slops,https://na.finalfantasyxiv.com/shop/
47911,Crystarium Rebel's Top,https://na.finalfantasyxiv.com/shop/
47912,Crystarium Rebel's Wrist Torque,https://na.finalfantasyxiv.com/shop/
47913,Crystarium Rebel's Halftights,https://na.finalfantasyxiv.com/shop/
47914,Crystarium Rebel's Thighboots,https://na.finalfantasyxiv.com/shop/
14860,Doman Barding,https://na.finalfantasyxiv.com/shop/
8711,Eerie Hat,https://na.finalfantasyxiv.com/shop/
8713,Eerie Tights,https://na.finalfantasyxiv.com/shop/
8714,Eerie Crakows,https://na.finalfantasyxiv.com/shop/
8712,Eerie Robe,https://na.finalfantasyxiv.com/shop/
8718,Eerie Barding,https://na.finalfantasyxiv.com/shop/
15434,Dress-up Y'shtola,https://na.finalfantasyxiv.com/shop/
13104,Doman Magpie,https://na.finalfantasyxiv.com/shop/
13337,Dreadwyrm Miniature,https://na.finalfantasyxiv.com/shop/
16151,Deluxe Wooden Bucket,https://na.finalfantasyxiv.com/shop/
10067,Egg Earrings,https://na.finalfantasyxiv.com/shop/
2645,Dragon Kabuto,https://na.finalfantasyxiv.com/shop/
16560,Demonic Barding,https://na.finalfantasyxiv.com/shop/
16583,Demonic Horns,https://na.finalfantasyxiv.com/shop/
16584,Demonic Wings,https://na.finalfantasyxiv.com/shop/
16585,Demonic Gloves,https://na.finalfantasyxiv.com/shop/
16586,Demonic Slops,https://na.finalfantasyxiv.com/shop/
16587,Demonic Thighboots,https://na.finalfantasyxiv.com/shop/
23013,Doman Liege's Dogi,https://na.finalfantasyxiv.com/shop/
23014,Doman Liege's Kote,https://na.finalfantasyxiv.com/shop/
23015,Doman Liege's Kyakui,https://na.finalfantasyxiv.com/shop/
23016,Doman Liege's Kyahan,https://na.finalfantasyxiv.com/shop/
28501,Dragonsong Reproduction,https://na.finalfantasyxiv.com/shop/
31413,Dirndl's Hat,https://na.finalfantasyxiv.com/shop/
31414,Dirndl's Bodice,https://na.finalfantasyxiv.com/shop/
31415,Dirndl's Wrist Torque,https://na.finalfantasyxiv.com/shop/
31416,Dirndl's Long Skirt,https://na.finalfantasyxiv.com/shop/
31417,Dirndl's Pumps,https://na.finalfantasyxiv.com/shop/
36381,Deluxe Unmelting Ice Partition,https://na.finalfantasyxiv.com/shop/
36382,Deluxe Unmelting Ice Loft,https://na.finalfantasyxiv.com/shop/
39295,Educand's Cap,https://na.finalfantasyxiv.com/shop/
39296,Educand's Jacket,https://na.finalfantasyxiv.com/shop/
39297,Educand's Slacks,https://na.finalfantasyxiv.com/shop/
39298,Educand's Shoes,https://na.finalfantasyxiv.com/shop/
39299,Educand's Sailor Top,https://na.finalfantasyxiv.com/shop/
39300,Educand's Sailor Skirt,https://na.finalfantasyxiv.com/shop/
39301,Educand's Loafers,https://na.finalfantasyxiv.com/shop/
39626,Ecliptic Hyposkhesphyra,https://na.finalfantasyxiv.com/shop/
50272,Eastern Technomask,https://na.finalfantasyxiv.com/shop/
50273,Eastern Technojacket,https://na.finalfantasyxiv.com/shop/
50274,Eastern Technogloves,https://na.finalfantasyxiv.com/shop/
50275,Eastern Technogaskins,https://na.finalfantasyxiv.com/shop/
50276,Eastern Technoshoes,https://na.finalfantasyxiv.com/shop/
15992,Empty Sparkleboxes,https://na.finalfantasyxiv.com/shop/
16007,Empty Present Boxes,https://na.finalfantasyxiv.com/shop/
14081,Egg Hunter Barding,https://na.finalfantasyxiv.com/shop/
13342,Emerald Carbuncle Lamp,https://na.finalfantasyxiv.com/shop/
17009,Eggshilaration System Identification Key,https://na.finalfantasyxiv.com/shop/
20564,Faire Joi,https://na.finalfantasyxiv.com/shop/
20565,Faire Kohakama,https://na.finalfantasyxiv.com/shop/
20566,Faire Zori,https://na.finalfantasyxiv.com/shop/
